"DOC_DATE(DATE)","수집소스(SOURCE)","행정동(DONG_NM)","행정구(GU_NM)","세부키워드(KEYWORD_DETAIL)","FREQ(FREQ)"
"20190405","커뮤니티블로그","이촌동","강남구","디저트",1
"20180222","커뮤니티블로그","왕십리","영등포구","디저트",3
"20190601","커뮤니티블로그","연남동","양천구","디저트",2
"20181104","커뮤니티블로그","잠원","용산구","디저트",3
"20170507","커뮤니티블로그","코엑스","성동구","디저트",3
"20191129","커뮤니티블로그","어린이박물관","영등포구","디저트",1
"20180727","커뮤니티블로그","민속박물관","광진구","디저트",2
"20181211","커뮤니티블로그","충정로","용산구","디저트",1
"20190316","커뮤니티블로그","제2롯데월드","송파구","디저트",5
"20180817","커뮤니티블로그","사당역","영등포구","디저트",1
"20170504","커뮤니티블로그","서울대입구","종로구","디저트",8
"20181216","커뮤니티블로그","강서구","구로구","디저트",2
"20190831","커뮤니티블로그","대치동","종로구","디저트",2
"20181023","커뮤니티블로그","봉화산역","용산구","디저트",1
"20191125","커뮤니티블로그","자양동","관악구","디저트",10
"20170822","커뮤니티블로그","신림역","마포구","디저트",1
"20190114","커뮤니티블로그","여의도역","종로구","디저트",1
"20170821","커뮤니티블로그","필동","송파구","디저트",2
"20170311","커뮤니티블로그","삼성동","종로구","디저트",3
"20190529","커뮤니티블로그","합정역","강남구","디저트",2
"20170605","커뮤니티블로그","경리단길","노원구","디저트",1
"20171116","커뮤니티블로그","석촌","용산구","디저트",1
"20190122","커뮤니티블로그","아차산역","관악구","디저트",1
"20170822","커뮤니티블로그","동대문디자인플라자","종로구","디저트",4
"20190422","커뮤니티블로그","노원역","강북구","디저트",3
"20171230","커뮤니티블로그","상봉","영등포구","디저트",4
"20191014","커뮤니티블로그","명동","종로구","디저트",3
"20180730","커뮤니티블로그","아라리오뮤지엄","서대문구","디저트",1
"20190423","커뮤니티블로그","석촌호수","영등포구","디저트",1
"20170601","커뮤니티블로그","신사역","마포구","디저트",3
"20181111","커뮤니티블로그","연희동","송파구","디저트",3
"20180106","커뮤니티블로그","도산공원","종로구","디저트",2
"20170717","커뮤니티블로그","우장산","성북구","디저트",1
"20181228","커뮤니티블로그","마장동","서초구","디저트",2
"20190106","커뮤니티블로그","신사역","마포구","디저트",4
"20190726","커뮤니티블로그","청담동","강남구","디저트",1
"20170423","커뮤니티블로그","중랑구","강남구","디저트",1
"20171208","커뮤니티블로그","안암동","구로구","디저트",2
"20170311","커뮤니티블로그","천호역","종로구","디저트",4
"20171204","커뮤니티블로그","대학로","서대문구","디저트",3
"20191004","커뮤니티블로그","서울대입구역","송파구","디저트",1
"20180515","커뮤니티블로그","송파구","용산구","디저트",1
"20190923","커뮤니티블로그","신도림동","마포구","디저트",10
"20170812","커뮤니티블로그","건대롯데시네마","강남구","디저트",13
"20170415","커뮤니티블로그","보문역","종로구","디저트",1
"20190611","커뮤니티블로그","금호","강남구","디저트",1
"20180220","커뮤니티블로그","신촌","도봉구","디저트",2
"20180928","커뮤니티블로그","선릉","종로구","디저트",1
"20170220","커뮤니티블로그","교대","마포구","디저트",10
"20180804","커뮤니티블로그","한강진","마포구","디저트",1
"20181129","커뮤니티블로그","신길","용산구","디저트",16
"20190707","커뮤니티블로그","n타워","중랑구","디저트",7
"20170212","커뮤니티블로그","용산구","용산구","디저트",7
"20180715","커뮤니티블로그","합정역","도봉구","디저트",1
"20170201","커뮤니티블로그","광화문","성동구","디저트",1
"20180116","커뮤니티블로그","논현","강남구","디저트",1
"20190618","커뮤니티블로그","원효로","종로구","디저트",2
"20190506","커뮤니티블로그","영등포구청역","동작구","디저트",3
"20180721","커뮤니티블로그","합정동","광진구","디저트",3
"20180729","커뮤니티블로그","방화동","강남구","디저트",1
"20181224","커뮤니티블로그","명지대","강남구","디저트",1
"20180109","커뮤니티블로그","국립현대미술관","중구","디저트",1
"20191228","커뮤니티블로그","중구","강동구","디저트",1
"20190523","커뮤니티블로그","미아사거리역","영등포구","디저트",3
"20190119","커뮤니티블로그","홍대입구역","구로구","디저트",1
"20190118","커뮤니티블로그","서울대입구","강북구","디저트",1
"20190702","커뮤니티블로그","수서역","용산구","디저트",1
"20190923","커뮤니티블로그","구로구","강동구","디저트",12
"20180810","커뮤니티블로그","합정역","중구","디저트",1
"20190922","커뮤니티블로그","샤로수길","용산구","디저트",1
"20170403","커뮤니티블로그","대림","성동구","디저트",2
"20190304","커뮤니티블로그","공릉동","서초구","디저트",1
"20171001","커뮤니티블로그","서대문구","마포구","디저트",1
"20180501","커뮤니티블로그","국립중앙박물관","양천구","디저트",3
"20170509","커뮤니티블로그","신당역","강남구","디저트",1
"20180613","커뮤니티블로그","국립현대미술관","동대문구","디저트",6
"20190708","커뮤니티블로그","마곡나루역","강서구","디저트",1
"20170907","커뮤니티블로그","디뮤지엄","영등포구","디저트",2
"20170118","커뮤니티블로그","종각역","관악구","디저트",1
"20190225","커뮤니티블로그","서울대입구","용산구","디저트",1
"20190203","커뮤니티블로그","영등포역","마포구","디저트",1
"20181204","커뮤니티블로그","연남동","마포구","디저트",1
"20170807","커뮤니티블로그","대학로","중구","디저트",1
"20181207","커뮤니티블로그","도곡동","종로구","디저트",1
"20190317","커뮤니티블로그","창경궁","송파구","디저트",1
"20190916","커뮤니티블로그","봉천","노원구","디저트",3
"20191023","트위터","용산","강서구","디저트",2
"20180203","커뮤니티블로그","국립중앙박물관","마포구","디저트",3
"20190410","커뮤니티블로그","목동","마포구","디저트",1
"20180925","커뮤니티블로그","한강진역","은평구","디저트",1
"20170305","커뮤니티블로그","송파구","서초구","디저트",19
"20170401","커뮤니티블로그","뚝섬","성북구","디저트",1
"20171005","커뮤니티블로그","서울대입구","강남구","디저트",11
"20191013","커뮤니티블로그","문정동","영등포구","디저트",1
"20180922","커뮤니티블로그","n타워","중구","디저트",1
"20181128","커뮤니티블로그","잠실역","강남구","디저트",1
"20170705","커뮤니티블로그","경복궁","종로구","디저트",1
"20180109","커뮤니티블로그","동대문cgv","강남구","디저트",5
"20170102","커뮤니티블로그","역촌역","양천구","디저트",6
"20171223","커뮤니티블로그","은평구","관악구","디저트",1
"20170711","커뮤니티블로그","망원","용산구","디저트",1
"20190616","커뮤니티블로그","신촌","광진구","디저트",2
"20170805","커뮤니티블로그","강남구","동작구","디저트",1
"20190709","커뮤니티블로그","청량리","동대문구","디저트",2
"20190423","커뮤니티블로그","매봉역","종로구","디저트",5
"20190717","커뮤니티블로그","청량리","용산구","디저트",1
"20180412","커뮤니티블로그","도원","강남구","디저트",4
"20170414","커뮤니티블로그","학동","송파구","디저트",3
"20170621","커뮤니티블로그","강남고속터미널","광진구","디저트",1
"20190320","커뮤니티블로그","마포","성동구","디저트",1
"20170210","커뮤니티블로그","교대","마포구","디저트",1
"20180228","커뮤니티블로그","우장산","강남구","디저트",4
"20170524","커뮤니티블로그","신용산역","종로구","디저트",1
"20170605","커뮤니티블로그","서초","마포구","디저트",1
"20180829","커뮤니티블로그","논현역","마포구","디저트",3
"20181110","커뮤니티블로그","녹사평","금천구","디저트",1
"20180514","커뮤니티블로그","서울역","강남구","디저트",2
"20190510","커뮤니티블로그","망원","강남구","디저트",6
"20170406","커뮤니티블로그","서대문","마포구","디저트",8
"20180926","커뮤니티블로그","을지로3가","성동구","디저트",6
"20191007","커뮤니티블로그","노원역","금천구","디저트",6
"20181026","커뮤니티블로그","선릉역","강북구","디저트",7
"20190916","커뮤니티블로그","석계","종로구","디저트",1
"20170111","커뮤니티블로그","강동구","종로구","디저트",1
"20190421","커뮤니티블로그","명동","중랑구","디저트",1
"20171128","커뮤니티블로그","상왕십리","서초구","디저트",8
"20191207","커뮤니티블로그","금호","강남구","디저트",1
"20180103","커뮤니티블로그","중앙박물관","강남구","디저트",1
"20170719","커뮤니티블로그","아라리오갤러리","강서구","디저트",12
"20190118","커뮤니티블로그","압구정","서초구","디저트",7
"20181209","커뮤니티블로그","가로수길","양천구","디저트",4
"20190119","커뮤니티블로그","디큐브시티","양천구","디저트",2
"20190723","커뮤니티블로그","구로구","서초구","디저트",3
"20190715","커뮤니티블로그","압구정역","용산구","디저트",4
"20181114","커뮤니티블로그","을지로3가","종로구","디저트",1
"20190607","커뮤니티블로그","문정동","성북구","디저트",1
"20181023","커뮤니티블로그","국립미술관","동작구","디저트",9
"20181025","커뮤니티블로그","역사박물관","양천구","디저트",11
"20190218","커뮤니티블로그","이촌동","강남구","디저트",1
"20190825","커뮤니티블로그","성균관대","용산구","디저트",1
"20190331","커뮤니티블로그","장안동","서대문구","디저트",22
"20171013","커뮤니티블로그","용산","서초구","디저트",1
"20170429","커뮤니티블로그","신촌","종로구","디저트",2
"20180929","커뮤니티블로그","상도","종로구","디저트",2
"20180621","커뮤니티블로그","상도","송파구","디저트",6
"20170425","커뮤니티블로그","올림픽공원","강남구","디저트",2
"20180901","커뮤니티블로그","국립고궁박물관","서초구","디저트",1
"20171111","커뮤니티블로그","종각역","강서구","디저트",1
"20180303","커뮤니티블로그","노원","중랑구","디저트",2
"20180722","커뮤니티블로그","영등포역","송파구","디저트",2
"20180427","커뮤니티블로그","보문","강서구","디저트",5
"20191010","커뮤니티블로그","청량리","노원구","디저트",1
"20170728","커뮤니티블로그","청량리역","용산구","디저트",1
"20191113","커뮤니티블로그","용산구","종로구","디저트",1
"20190819","커뮤니티블로그","방배동","동작구","디저트",1
"20170918","커뮤니티블로그","한강진역","용산구","디저트",1
"20170317","커뮤니티블로그","왕십리역","송파구","디저트",1
"20171227","커뮤니티블로그","수서동","관악구","디저트",1
"20191226","커뮤니티블로그","국립고궁박물관","종로구","디저트",1
"20170704","커뮤니티블로그","신천","강남구","디저트",9
"20191216","커뮤니티블로그","중계cgv","동대문구","디저트",2
"20170716","커뮤니티블로그","청계천","은평구","디저트",1
"20191202","커뮤니티블로그","오목교","관악구","디저트",3
"20190310","커뮤니티블로그","가양","종로구","디저트",37
"20181225","커뮤니티블로그","을지로","송파구","디저트",1
"20170902","커뮤니티블로그","구로동","종로구","디저트",1
"20190407","커뮤니티블로그","남산","동작구","디저트",2
"20180930","커뮤니티블로그","서초동","도봉구","디저트",5
"20170823","커뮤니티블로그","어린이박물관","영등포구","디저트",3
"20190128","커뮤니티블로그","뚝섬","도봉구","디저트",2
"20170923","커뮤니티블로그","고궁박물관","강남구","디저트",1
"20190225","커뮤니티블로그","혜화역","서초구","디저트",1
"20180817","커뮤니티블로그","정릉동","종로구","디저트",5
"20170826","커뮤니티블로그","샛강","마포구","디저트",1
"20170420","커뮤니티블로그","논현역","동작구","디저트",1
"20190213","커뮤니티블로그","어린이대공원","은평구","디저트",2
"20181010","커뮤니티블로그","신논현역","강남구","디저트",1
"20180913","커뮤니티블로그","신논현","서대문구","디저트",1
"20190209","커뮤니티블로그","연트럴파크","종로구","디저트",2
"20190224","커뮤니티블로그","신도림역","중구","디저트",2
"20180929","커뮤니티블로그","보문","동작구","디저트",2
"20180213","커뮤니티블로그","평창동","영등포구","디저트",5
"20190331","커뮤니티블로그","파미에스테이션","종로구","디저트",1
"20180306","커뮤니티블로그","성북구","송파구","디저트",4
"20180906","커뮤니티블로그","녹사평","강남구","디저트",1
"20190907","커뮤니티블로그","서울역","영등포구","디저트",1
"20190407","커뮤니티블로그","부암동","서초구","디저트",1
"20171219","커뮤니티블로그","방배","송파구","디저트",1
"20170526","커뮤니티블로그","뚝섬","강남구","디저트",2
"20170718","커뮤니티블로그","전농동","종로구","디저트",1
"20180402","커뮤니티블로그","망원동","영등포구","디저트",1
"20170712","커뮤니티블로그","가산디지털단지역","중랑구","디저트",5
"20191111","커뮤니티블로그","강변","용산구","디저트",1
"20190420","커뮤니티블로그","노원","용산구","디저트",8
"20190831","커뮤니티블로그","서촌","종로구","디저트",1
"20190421","커뮤니티블로그","북촌","송파구","디저트",2
"20180910","커뮤니티블로그","신촌역","영등포구","디저트",3
"20170921","커뮤니티블로그","광화문","종로구","디저트",1
"20170821","커뮤니티블로그","익선동","양천구","디저트",1
"20170904","커뮤니티블로그","어린이박물관","성북구","디저트",3
"20191116","커뮤니티블로그","신림역","서초구","디저트",3
"20180721","커뮤니티블로그","익선동","동대문구","디저트",3
"20170720","커뮤니티블로그","한강진","마포구","디저트",1
"20181022","커뮤니티블로그","망원","마포구","디저트",1
"20170828","커뮤니티블로그","영등포동","중구","디저트",3
"20180510","커뮤니티블로그","강변","강동구","디저트",3
"20170101","커뮤니티블로그","신천역","용산구","디저트",6
"20170814","커뮤니티블로그","강남역","마포구","디저트",2
"20190414","커뮤니티블로그","성북동","서초구","디저트",2
"20190519","커뮤니티블로그","봉은사","중구","디저트",2
"20190408","커뮤니티블로그","천호","강서구","디저트",1
"20180904","커뮤니티블로그","발산역","마포구","디저트",1
"20180223","커뮤니티블로그","용산구","강남구","디저트",15
"20170914","커뮤니티블로그","천호동","강동구","디저트",1
"20170528","커뮤니티블로그","강남구","중구","디저트",29
"20180201","커뮤니티블로그","서초구","서초구","디저트",6
"20181226","커뮤니티블로그","당산동","마포구","디저트",4
"20180322","커뮤니티블로그","역삼역","서초구","디저트",3
"20180201","커뮤니티블로그","영등포cgv","송파구","디저트",7
"20190302","커뮤니티블로그","목동","용산구","디저트",5
"20191107","커뮤니티블로그","합정동","성동구","디저트",1
"20180406","커뮤니티블로그","중구","종로구","디저트",3
"20191008","커뮤니티블로그","망원","중랑구","디저트",3
"20180428","커뮤니티블로그","발산역","송파구","디저트",2
"20181204","커뮤니티블로그","충무로","종로구","디저트",1
"20170317","커뮤니티블로그","명동역","서대문구","디저트",8
"20170210","커뮤니티블로그","종각역","마포구","디저트",1
"20180618","커뮤니티블로그","안국","광진구","디저트",1
"20170120","커뮤니티블로그","을지로입구역","강남구","디저트",12
"20180723","커뮤니티블로그","강변","광진구","디저트",5
"20190516","커뮤니티블로그","영등포동","동작구","디저트",1
"20170714","커뮤니티블로그","경복궁","성동구","디저트",1
"20191227","커뮤니티블로그","아모레퍼시픽미술관","강동구","디저트",1
"20170620","커뮤니티블로그","중구","송파구","디저트",3
"20180925","커뮤니티블로그","용산역","종로구","디저트",4
"20170922","커뮤니티블로그","방배","성동구","디저트",2
"20190118","커뮤니티블로그","성수동","양천구","디저트",3
"20191106","커뮤니티블로그","한양대","강서구","디저트",2
"20190825","커뮤니티블로그","신사역","동작구","디저트",1
"20180114","커뮤니티블로그","수서동","강남구","디저트",8
"20170126","커뮤니티블로그","신천","강북구","디저트",1
"20171029","커뮤니티블로그","상수","강남구","디저트",3
"20171020","커뮤니티블로그","오류동","중랑구","디저트",33
"20191214","커뮤니티블로그","한남동","용산구","디저트",4
"20190212","커뮤니티블로그","고궁박물관","강서구","디저트",1
"20170602","커뮤니티블로그","서초동","강북구","디저트",3
"20180201","커뮤니티블로그","상봉","노원구","디저트",1
"20171205","커뮤니티블로그","서초구","서초구","디저트",2
"20180507","커뮤니티블로그","서교동","관악구","디저트",1
"20170314","커뮤니티블로그","아차산","서대문구","디저트",1
"20190825","커뮤니티블로그","목동cgv","용산구","디저트",2
"20171211","커뮤니티블로그","합정","영등포구","디저트",1
"20170925","커뮤니티블로그","어린이대공원","관악구","디저트",5
"20180405","커뮤니티블로그","가로수길","은평구","디저트",1
"20180424","커뮤니티블로그","송파구","마포구","디저트",1
"20190208","커뮤니티블로그","아이파크몰","송파구","디저트",5
"20180227","커뮤니티블로그","강남cgv","종로구","디저트",3
"20190722","커뮤니티블로그","한강진","송파구","디저트",1
"20181118","커뮤니티블로그","뚝섬","용산구","디저트",1
"20170615","커뮤니티블로그","중앙동","관악구","디저트",1
"20170322","커뮤니티블로그","압구정로데오","중랑구","디저트",4
"20170404","커뮤니티블로그","신당동","동작구","디저트",1
"20190111","커뮤니티블로그","회현동","용산구","디저트",1
"20180414","커뮤니티블로그","가좌","마포구","디저트",1
"20190129","커뮤니티블로그","국립중앙박물관","송파구","디저트",2
"20190302","커뮤니티블로그","신당역","강남구","디저트",2
"20170403","커뮤니티블로그","서울역","마포구","디저트",1
"20190818","커뮤니티블로그","한강진","동대문구","디저트",1
"20190416","커뮤니티블로그","서초","은평구","디저트",1
"20180122","커뮤니티블로그","잠원","종로구","디저트",2
"20171107","커뮤니티블로그","목동역","강남구","디저트",2
"20190114","커뮤니티블로그","영등포구","강남구","디저트",2
"20180908","커뮤니티블로그","용산구","마포구","디저트",1
"20180512","커뮤니티블로그","창경궁","중구","디저트",1
"20190205","커뮤니티블로그","상수역","동작구","디저트",11
"20180228","커뮤니티블로그","용문동","구로구","디저트",12
"20180311","커뮤니티블로그","송파구","마포구","디저트",1
"20170527","커뮤니티블로그","도봉동","중구","디저트",2
"20180819","커뮤니티블로그","서울대입구역","용산구","디저트",1
"20180425","커뮤니티블로그","남산","동대문구","디저트",1
"20170710","커뮤니티블로그","방배동","마포구","디저트",1
"20190308","커뮤니티블로그","신림","용산구","디저트",2
"20191120","커뮤니티블로그","종로구","용산구","디저트",1
"20171116","커뮤니티블로그","파미에스테이션","강서구","디저트",1
"20180917","커뮤니티블로그","강남cgv","용산구","디저트",1
"20171006","커뮤니티블로그","파르나스몰","종로구","디저트",4
"20190915","커뮤니티블로그","63빌딩","강남구","디저트",8
"20190813","커뮤니티블로그","서울","노원구","디저트",2
"20190721","커뮤니티블로그","성산동","성동구","디저트",1
"20181008","커뮤니티블로그","당산역","중구","디저트",2
"20180722","커뮤니티블로그","압구정로데오역","마포구","디저트",3
"20171207","커뮤니티블로그","중계역","강남구","디저트",1
"20190112","커뮤니티블로그","후암동","서울","디저트",4
"20180520","커뮤니티블로그","석촌호수","서울","디저트",1
"20181009","커뮤니티블로그","석촌호수","송파구","디저트",1
"20190903","커뮤니티블로그","구산","강서구","디저트",3
"20180817","커뮤니티블로그","국회의사당","서초구","디저트",1
"20191028","커뮤니티블로그","성수","중구","디저트",1
"20180306","커뮤니티블로그","종로3가역","서초구","디저트",2
"20180322","커뮤니티블로그","원효로","종로구","디저트",2
"20180914","커뮤니티블로그","원효로","중랑구","디저트",8
"20181204","커뮤니티블로그","삼성역","영등포구","디저트",1
"20190127","커뮤니티블로그","d타워","도봉구","디저트",2
"20181008","커뮤니티블로그","상수동","노원구","디저트",1
"20190523","커뮤니티블로그","노원역","구로구","디저트",1
"20180406","커뮤니티블로그","선유도","강서구","디저트",6
"20170928","커뮤니티블로그","서울시립미술관","용산구","디저트",4
"20170329","커뮤니티블로그","이태원","영등포구","디저트",1
"20170306","커뮤니티블로그","낙성대동","종로구","디저트",1
"20171206","커뮤니티블로그","신논현역","마포구","디저트",1
"20180708","커뮤니티블로그","화곡","성동구","디저트",8
"20170508","커뮤니티블로그","양재시민의숲","서초구","디저트",1
"20191214","커뮤니티블로그","서울대입구","용산구","디저트",1
"20191222","커뮤니티블로그","종로구","관악구","디저트",2
"20170227","커뮤니티블로그","낙성대동","종로구","디저트",1
"20171105","커뮤니티블로그","당산동","강동구","디저트",3
"20190119","커뮤니티블로그","중랑구","서초구","디저트",1
"20190315","커뮤니티블로그","잠실역","강남구","디저트",1
"20170217","커뮤니티블로그","남산","종로구","디저트",1
"20191010","커뮤니티블로그","청담동","강북구","디저트",1
"20190104","커뮤니티블로그","용두","영등포구","디저트",1
"20170617","커뮤니티블로그","노원구","종로구","디저트",7
"20191105","커뮤니티블로그","대림미술관","강남구","디저트",1
"20191123","커뮤니티블로그","오목교역","영등포구","디저트",2
"20181128","커뮤니티블로그","남현동","성동구","디저트",1
"20190717","커뮤니티블로그","왕십리","종로구","디저트",2
"20190819","커뮤니티블로그","제2롯데월드","중구","디저트",1
"20170211","커뮤니티블로그","서울역","용산구","디저트",2
"20171219","커뮤니티블로그","한성대입구","서대문구","디저트",2
"20170222","커뮤니티블로그","광화문","서초구","디저트",1
"20170603","커뮤니티블로그","안국","강서구","디저트",1
"20170413","커뮤니티블로그","오금동","종로구","디저트",3
"20181202","커뮤니티블로그","종각역","강서구","디저트",2
"20190609","커뮤니티블로그","대흥역","동대문구","디저트",1
"20171020","커뮤니티블로그","마장","성동구","디저트",5
"20191216","커뮤니티블로그","오목교역","용산구","디저트",3
"20170228","커뮤니티블로그","신논현","중구","디저트",1
"20180116","커뮤니티블로그","국립미술관","마포구","디저트",5
"20180202","커뮤니티블로그","강변역","종로구","디저트",3
"20190521","커뮤니티블로그","안암동","성동구","디저트",1
"20190402","커뮤니티블로그","송파구","강남구","디저트",1
"20191130","커뮤니티블로그","혜화역","양천구","디저트",3
"20181217","커뮤니티블로그","을지로3가역","강남구","디저트",1
"20181018","커뮤니티블로그","등촌동","영등포구","디저트",1
"20190604","커뮤니티블로그","녹사평","성동구","디저트",5
"20190626","커뮤니티블로그","홍대롯데시네마","송파구","디저트",7
"20181119","커뮤니티블로그","강남역cgv","강남구","디저트",1
"20180713","커뮤니티블로그","연남동","노원구","디저트",1
"20191109","커뮤니티블로그","신도림역","서초구","디저트",4
"20170508","커뮤니티블로그","군자역","송파구","디저트",2
"20170422","커뮤니티블로그","강남구","중구","디저트",4
"20181015","커뮤니티블로그","왕십리역","강남구","디저트",1
"20190204","커뮤니티블로그","신용산","서대문구","디저트",1
"20180311","커뮤니티블로그","서초동","종로구","디저트",2
"20191103","커뮤니티블로그","아현","마포구","디저트",1
"20170705","트위터","천호","영등포구","디저트",6
"20190926","커뮤니티블로그","문정","용산구","디저트",2
"20190125","커뮤니티블로그","여의도","중구","디저트",3
"20180308","커뮤니티블로그","서대문","금천구","디저트",1
"20180322","커뮤니티블로그","전쟁기념관","강남구","디저트",1
"20171119","커뮤니티블로그","사직동","강남구","디저트",1
"20190509","커뮤니티블로그","d타워","마포구","디저트",1
"20190810","커뮤니티블로그","역촌","강남구","디저트",11
"20190115","커뮤니티블로그","천호","영등포구","디저트",4
"20170908","커뮤니티블로그","성균관대","도봉구","디저트",3
"20190405","커뮤니티블로그","장지동","강남구","디저트",1
"20170723","커뮤니티블로그","양재동","종로구","디저트",1
"20180713","커뮤니티블로그","이태원","광진구","디저트",1
"20170714","커뮤니티블로그","광화문","강남구","디저트",3
"20170731","커뮤니티블로그","혜화","송파구","디저트",8
"20171215","커뮤니티블로그","명동","광진구","디저트",1
"20171231","커뮤니티블로그","선릉","송파구","디저트",1
"20170605","커뮤니티블로그","이태원역","종로구","디저트",5
"20170717","커뮤니티블로그","연희동","서울","디저트",1
"20190727","커뮤니티블로그","홍대롯데시네마","양천구","디저트",4
"20170727","커뮤니티블로그","신용산","마포구","디저트",1
"20180718","커뮤니티블로그","망원","강남구","디저트",1
"20180630","커뮤니티블로그","용산","광진구","디저트",1
"20191201","커뮤니티블로그","구의동","중구","디저트",1
"20190829","커뮤니티블로그","안국역","성북구","디저트",4
"20180826","커뮤니티블로그","양재천","동작구","디저트",1
"20170810","커뮤니티블로그","서울역","도봉구","디저트",2
"20170622","커뮤니티블로그","중구","마포구","디저트",4
"20190905","커뮤니티블로그","금호","강서구","디저트",1
"20170402","커뮤니티블로그","건대입구역","송파구","디저트",1
"20170114","커뮤니티블로그","역촌","영등포구","디저트",2
"20170806","커뮤니티블로그","국회의사당","강남구","디저트",5
"20180517","커뮤니티블로그","국립현대미술관","강서구","디저트",1
"20190203","커뮤니티블로그","대치동","중구","디저트",1
"20171015","커뮤니티블로그","문정","종로구","디저트",1
"20180702","커뮤니티블로그","민속박물관","송파구","디저트",2
"20180623","커뮤니티블로그","남영","마포구","디저트",1
"20180919","커뮤니티블로그","대흥","서대문구","디저트",1
"20190715","커뮤니티블로그","남산","송파구","디저트",6
"20190605","커뮤니티블로그","건대입구역","중구","디저트",1
"20170317","커뮤니티블로그","여의나루역","서초구","디저트",2
"20180810","커뮤니티블로그","청계천","강남구","디저트",1
"20181207","커뮤니티블로그","부암동","용산구","디저트",6
"20180702","커뮤니티블로그","성수역","마포구","디저트",1
"20190705","커뮤니티블로그","성수동","중구","디저트",1
"20171208","커뮤니티블로그","동교동","송파구","디저트",2
"20171107","커뮤니티블로그","상수","강서구","디저트",13
"20180328","커뮤니티블로그","합정동","강남구","디저트",5
"20180605","커뮤니티블로그","연신내역","성북구","디저트",2
"20190830","커뮤니티블로그","목동","양천구","디저트",1
"20170301","커뮤니티블로그","해방촌","강서구","디저트",3
"20180615","커뮤니티블로그","서초","노원구","디저트",2
"20170826","커뮤니티블로그","왕십리","종로구","디저트",8
"20180503","커뮤니티블로그","등촌동","서대문구","디저트",2
"20170401","커뮤니티블로그","국립고궁박물관","강동구","디저트",1
"20180501","커뮤니티블로그","사이길","강남구","디저트",9
"20190928","커뮤니티블로그","해양박물관","마포구","디저트",5
"20170206","커뮤니티블로그","교대","종로구","디저트",7
"20180730","커뮤니티블로그","건대롯데시네마","송파구","디저트",5
"20190226","커뮤니티블로그","디큐브시티","마포구","디저트",1
"20190104","커뮤니티블로그","석촌역","강남구","디저트",1
"20190319","커뮤니티블로그","이태원","송파구","디저트",1
"20181129","커뮤니티블로그","교대역","서초구","디저트",1
"20191006","커뮤니티블로그","여의도역","강동구","디저트",1
"20170224","커뮤니티블로그","봉은사역","종로구","디저트",1
"20191101","커뮤니티블로그","논현역","송파구","디저트",1
"20190314","커뮤니티블로그","압구정로데오","광진구","디저트",1
"20191101","커뮤니티블로그","고궁박물관","동대문구","디저트",5
"20180807","커뮤니티블로그","송정동","서초구","디저트",1
"20171127","커뮤니티블로그","서울","은평구","디저트",1
"20180617","커뮤니티블로그","동대문","송파구","디저트",4
"20191215","커뮤니티블로그","한강진","노원구","디저트",2
"20190205","커뮤니티블로그","개포동","강남구","디저트",1
"20180421","커뮤니티블로그","대림","서초구","디저트",3
"20191219","커뮤니티블로그","거여","노원구","디저트",2
"20180910","커뮤니티블로그","독산동","중구","디저트",1
"20180614","커뮤니티블로그","삼청동","마포구","디저트",1
"20180927","커뮤니티블로그","건대입구역","영등포구","디저트",1
