"DOC_DATE(DATE)","수집소스(SOURCE)","행정동(DONG_NM)","행정구(GU_NM)","세부키워드(KEYWORD_DETAIL)","FREQ(FREQ)"
"20190620","커뮤니티블로그","청담동","용산구","인생샷",1
"20170128","커뮤니티블로그","성북동","서대문구","미식",1
"20170716","트위터","대치동","종로구","미식",1
"20190202","커뮤니티블로그","내방역","서대문구","분위기",1
"20190201","커뮤니티블로그","상수","관악구","미식",1
"20191224","커뮤니티블로그","보문","송파구","백종원",1
"20181226","커뮤니티블로그","한남동","용산구","미식",1
"20190722","트위터","ifc몰","강동구","인테리어",1
"20190218","커뮤니티블로그","영등포동","관악구","미식",1
"20170304","커뮤니티블로그","사직동","강남구","꿀맛",1
"20171001","커뮤니티블로그","신논현역","양천구","분위기",2
"20190815","트위터","학동","영등포구","재료",2
"20170225","트위터","마포역","노원구","jmt",4
"20180521","커뮤니티블로그","수유동","종로구","미식",1
"20170925","커뮤니티블로그","한남동","관악구","셰프",1
"20170111","커뮤니티블로그","합정역","서울","jmt",2
"20170716","커뮤니티블로그","한남동","강남구","갬성",2
"20180719","커뮤니티블로그","전쟁박물관","마포구","인스타그램",2
"20180127","커뮤니티블로그","건대입구","강남구","미식",4
"20180312","트위터","명동성당","송파구","비쥬얼",1
"20180110","커뮤니티블로그","강변","강동구","힙플레이스",1
"20190715","커뮤니티블로그","명지대","강남구","셰프",1
"20180604","커뮤니티블로그","합정","강남구","핫플레이스",1
"20170929","커뮤니티블로그","먹골","종로구","감성",1
"20170820","트위터","동작구","서초구","퀄리티",1
"20181108","커뮤니티블로그","성수","관악구","분위기",1
"20170206","커뮤니티블로그","쌍문역","종로구","인스타그램",1
"20171103","커뮤니티블로그","서울숲","서초구","감성",1
"20180601","커뮤니티블로그","마장","마포구","비쥬얼",1
"20181020","커뮤니티블로그","신천","강남구","꿀맛",1
"20170704","커뮤니티블로그","합정","성동구","미식",1
"20190818","커뮤니티블로그","대한극장","동작구","이색메뉴",1
"20170519","커뮤니티블로그","월곡동","마포구","인생샷",3
"20181212","커뮤니티블로그","서울숲","송파구","미식",4
"20190802","커뮤니티블로그","샛강역","용산구","미식",2
"20190527","커뮤니티블로그","논현","강남구","이색메뉴",1
"20170517","커뮤니티블로그","뚝섬역","서초구","분위기",6
"20170501","커뮤니티블로그","용산","종로구","비쥬얼",2
"20191126","커뮤니티블로그","합정","서초구","사진촬영",2
"20180706","커뮤니티블로그","서울대입구","성동구","핫플레이스",3
"20180611","커뮤니티블로그","강변","서울","갬성",1
"20190901","커뮤니티블로그","역촌역","종로구","미식",1
"20190530","커뮤니티블로그","강남","서초구","백종원",6
"20181217","커뮤니티블로그","경리단길","강동구","셀카",1
"20170501","트위터","이문동","동작구","인테리어",1
"20180206","커뮤니티블로그","응암역","서대문구","비쥬얼",4
"20190603","커뮤니티블로그","연트럴파크","용산구","핫플레이스",5
"20170807","커뮤니티블로그","몽촌토성역","광진구","jmt",1
"20170519","커뮤니티블로그","한성대입구","용산구","사르르",1
"20170504","커뮤니티블로그","송리단길","용산구","감성",1
"20180403","커뮤니티블로그","반포동","중구","미식",1
"20180404","커뮤니티블로그","서초동","은평구","테이스티로드",2
"20190227","커뮤니티블로그","왕십리역","마포구","비쥬얼",1
"20170419","트위터","태평로","송파구","분위기",2
"20191104","커뮤니티블로그","상봉","관악구","인스타그램",1
"20180411","커뮤니티블로그","한남동","마포구","미식",1
"20170619","커뮤니티블로그","석촌호수","강남구","분위기",2
"20180607","트위터","한강","양천구","미식",6
"20170802","트위터","석촌호수","중구","인테리어",4
"20170524","커뮤니티블로그","경복궁","용산구","꿀맛",1
"20181208","커뮤니티블로그","디큐브시티","중랑구","분위기",2
"20180628","트위터","상수","은평구","재료",1
"20190210","트위터","광진구","서초구","유튜브",1
"20190305","커뮤니티블로그","반포동","강남구","인스타그램",1
"20190222","커뮤니티블로그","디뮤지엄","종로구","미식",1
"20180511","커뮤니티블로그","종로구","종로구","미식",1
"20180306","트위터","합정역","중랑구","미식",1
"20171124","커뮤니티블로그","마포구","동대문구","인스타그램",3
"20190506","커뮤니티블로그","해방촌","마포구","분위기",1
"20180222","트위터","강동구","동작구","재료",1
"20190206","커뮤니티블로그","동대문","종로구","존맛탱",1
"20190928","커뮤니티블로그","송파","용산구","꿀맛",5
"20180212","커뮤니티블로그","경리단길","강남구","입맛",1
"20180421","커뮤니티블로그","용산역","종로구","비쥬얼",1
"20190813","커뮤니티블로그","강변cgv","종로구","미식",2
"20170707","커뮤니티블로그","종각","송파구","비쥬얼",2
"20180825","커뮤니티블로그","여의도","종로구","미식",1
"20180515","커뮤니티블로그","연남동","용산구","꿀맛",2
"20190409","트위터","광화문역","구로구","sns",17
"20180418","커뮤니티블로그","마포","송파구","미식",1
"20180212","커뮤니티블로그","명동","강남구","퀄리티",6
"20180706","트위터","서울시청","종로구","입맛",1
"20190416","커뮤니티블로그","구로동","서울","포토존",1
"20180119","커뮤니티블로그","어린이박물관","중구","식감",2
"20190214","커뮤니티블로그","롯데월드","중구","인스타그램",1
"20191012","커뮤니티블로그","사이길","광진구","재료",1
"20190702","커뮤니티블로그","종합운동장역","중구","미식",6
"20190417","트위터","민속박물관","서초구","입맛",1
"20190614","트위터","목동","송파구","존맛",1
"20191213","커뮤니티블로그","혜화역","관악구","입맛",1
"20181217","커뮤니티블로그","신촌","영등포구","식감",1
"20191205","커뮤니티블로그","강남역","종로구","미식",1
"20170214","커뮤니티블로그","아현","강남구","비쥬얼",3
"20170703","커뮤니티블로그","대흥","종로구","핫플레이스",1
"20190928","커뮤니티블로그","여의도","중구","존맛",1
"20180521","트위터","서초구","동작구","셀카",1
"20190122","커뮤니티블로그","낙성대역","종로구","미식",1
"20190315","커뮤니티블로그","창동","성동구","이색메뉴",1
"20170927","트위터","상도","서초구","미식",1
"20190326","트위터","성수","은평구","분위기",1
"20170716","커뮤니티블로그","신풍","동작구","이색메뉴",5
"20190416","커뮤니티블로그","효창공원앞","용산구","사진촬영",2
"20181022","커뮤니티블로그","강남구","종로구","포토존",1
"20170215","커뮤니티블로그","용산역","성동구","미식",1
"20180528","커뮤니티블로그","경복궁","성동구","비쥬얼",1
"20180524","트위터","마곡나루","강남구","인생샷",41
"20191005","커뮤니티블로그","중구","노원구","입맛",2
"20190717","커뮤니티블로그","풍납동","관악구","미식",1
"20170715","커뮤니티블로그","상수","마포구","핫플레이스",1
"20170912","커뮤니티블로그","대학로","강남구","입소문",1
"20190303","커뮤니티블로그","부암동","광진구","식감",1
"20171117","커뮤니티블로그","신길","마포구","사진촬영",1
"20170207","커뮤니티블로그","강동구청","강동구","포토존",1
"20170517","트위터","이태원","서울","분위기",3
"20190507","커뮤니티블로그","한강","마포구","존맛탱",1
"20190813","커뮤니티블로그","송파동","은평구","분위기",1
"20180309","트위터","압구정","중랑구","핫플레이스",42
"20190505","커뮤니티블로그","강남구","종로구","미식",1
"20190201","커뮤니티블로그","노원","성북구","분위기",3
"20180215","커뮤니티블로그","종합운동장","강남구","인스타감성",2
"20190118","커뮤니티블로그","성수동","서대문구","갬성",1
"20170614","커뮤니티블로그","서교동","동작구","sns",5
"20180208","트위터","코엑스","강서구","재료",1
"20191012","커뮤니티블로그","합정","종로구","분위기",1
"20180424","트위터","신촌","마포구","분위기",4
"20170429","커뮤니티블로그","왕십리","양천구","jmt",4
"20181127","커뮤니티블로그","영등포동","중랑구","존맛",1
"20180114","트위터","한양대역","강동구","유튜브",2
"20190429","커뮤니티블로그","망원동","종로구","미식",3
"20190202","커뮤니티블로그","이태원역","종로구","미식",1
"20180302","커뮤니티블로그","청운효자동","종로구","분위기",3
"20190505","커뮤니티블로그","영등포구","양천구","분위기",1
"20190301","트위터","명동역","강서구","입맛",1
"20181228","커뮤니티블로그","월드컵경기장","마포구","미식",1
"20170906","커뮤니티블로그","합정","강남구","인증샷",3
"20190526","커뮤니티블로그","가로수길","강남구","퀄리티",1
"20170112","커뮤니티블로그","서대문구","종로구","재료",1
"20170719","커뮤니티블로그","여의도디스트릭트","성동구","미식",1
"20181106","커뮤니티블로그","관악구","송파구","식감",1
"20190222","커뮤니티블로그","서초","용산구","분위기",1
"20181123","커뮤니티블로그","응암동","서초구","미식",1
"20191120","커뮤니티블로그","한강","성북구","미식",1
"20181107","커뮤니티블로그","삼성역","광진구","백종원",1
"20180709","커뮤니티블로그","신논현역","중구","미식",1
"20190318","트위터","경복궁","영등포구","미식",1
"20180307","트위터","마포","강서구","미식",1
"20170424","트위터","신사역","강남구","존맛",1
"20191213","커뮤니티블로그","홍대","성동구","입맛",2
"20190316","커뮤니티블로그","서대문역","강남구","sns",1
"20181224","커뮤니티블로그","을지로3가","종로구","인생샷",1
"20190121","트위터","홍대","중구","재료",2
"20171128","커뮤니티블로그","홍대","송파구","핫플레이스",1
"20170519","커뮤니티블로그","낙성대동","중구","미식",1
"20180522","커뮤니티블로그","강변","강남구","인테리어",2
"20170103","커뮤니티블로그","청량리롯데시네마","양천구","감성",3
"20171108","트위터","잠원","중구","한컷",1
"20190730","커뮤니티블로그","망우","서대문구","입소문",1
"20170401","커뮤니티블로그","잠원","용산구","미식",2
"20190905","트위터","강남구청","송파구","미식",1
"20170711","커뮤니티블로그","서울","강남구","분위기",4
"20170612","커뮤니티블로그","필동","용산구","백종원",1
"20181128","커뮤니티블로그","내방역","용산구","셀카",1
"20170326","커뮤니티블로그","영등포구청역","중구","분위기",1
"20171229","커뮤니티블로그","송파구","종로구","비쥬얼",1
"20180427","트위터","을지로","종로구","인테리어",1
"20170623","커뮤니티블로그","강변역","마포구","퀄리티",1
"20191215","커뮤니티블로그","옥수","강남구","셰프",2
"20190906","커뮤니티블로그","송파나루","성북구","식감",1
"20170417","커뮤니티블로그","힙지로","서초구","존맛",1
"20180426","커뮤니티블로그","샤로수길","강남구","인생샷",1
"20170221","커뮤니티블로그","코엑스","용산구","존맛탱",1
"20191201","커뮤니티블로그","개롱역","동작구","셀카",2
"20181015","커뮤니티블로그","신천","성동구","인테리어",1
"20191123","커뮤니티블로그","선릉역","송파구","식감",1
"20190514","커뮤니티블로그","이태원","관악구","레시피",3
"20180302","커뮤니티블로그","홍대입구역","성동구","핫플레이스",1
"20170123","커뮤니티블로그","국립중앙박물관","송파구","셰프",1
"20190405","커뮤니티블로그","성수동","관악구","미식",1
"20180124","커뮤니티블로그","용산cgv","용산구","미식",1
"20180213","커뮤니티블로그","신사역","강남구","입맛",1
"20190503","트위터","압구정","강남구","미식",1
"20170530","트위터","가양동","서울","미식",1
"20171121","커뮤니티블로그","남산","송파구","미식",1
"20190721","커뮤니티블로그","서촌","서초구","셀카",1
"20170615","커뮤니티블로그","천호역","서초구","jmt",1
"20190118","커뮤니티블로그","대흥동","마포구","감성",1
"20191021","커뮤니티블로그","용산역","노원구","분위기",1
"20171127","커뮤니티블로그","경복궁역","서초구","미식",1
"20180909","커뮤니티블로그","한남동","마포구","인스타그램",1
"20180403","커뮤니티블로그","압구정로데오","용산구","입맛",2
"20180322","커뮤니티블로그","뚝섬","종로구","인테리어",1
"20180304","커뮤니티블로그","롯데월드","종로구","미식",1
"20180507","커뮤니티블로그","신촌역","용산구","감성",1
"20170615","트위터","노원","관악구","사진촬영",1
"20170630","커뮤니티블로그","논현","중구","비쥬얼",2
"20181009","커뮤니티블로그","홍대","종로구","핫플레이스",1
"20190907","트위터","구반포역","강남구","레시피",1
"20190831","커뮤니티블로그","디뮤지엄","중구","셀카",1
"20170712","커뮤니티블로그","예술의전당","종로구","인스타그램",1
"20191101","트위터","종각역","마포구","셀카",1
"20190524","트위터","공릉동","종로구","미식",1
"20171201","트위터","동대문","용산구","포토존",3
"20170713","커뮤니티블로그","서울대입구역","강서구","미식",2
"20180305","커뮤니티블로그","종로3가역","영등포구","꿀맛",1
"20191014","커뮤니티블로그","이태원역","마포구","백종원",2
"20191001","트위터","홍제동","종로구","미식",1
"20180823","트위터","서촌","용산구","인스타그램",2
"20171219","커뮤니티블로그","고려대","강남구","미식",4
"20180707","커뮤니티블로그","성수동","강동구","비쥬얼",1
"20180315","커뮤니티블로그","홍대","중구","인테리어",1
"20171208","커뮤니티블로그","서초","광진구","비쥬얼",1
"20190307","커뮤니티블로그","강남","용산구","사진촬영",1
"20180717","커뮤니티블로그","신촌","양천구","시그니처",3
"20170304","커뮤니티블로그","서울","용산구","포토존",12
"20191219","커뮤니티블로그","한강진","송파구","비쥬얼",9
"20170108","커뮤니티블로그","용산구","서울","한컷",1
"20180514","커뮤니티블로그","마포구","영등포구","분위기",1
"20170724","커뮤니티블로그","이태원","중구","미식",1
"20190908","트위터","리움미술관","송파구","인스타그램",3
"20170406","커뮤니티블로그","대방역","중구","입맛",2
"20190106","커뮤니티블로그","익선동","강남구","핫플레이스",1
"20190704","커뮤니티블로그","강변","중구","미식",1
"20180430","커뮤니티블로그","이태원","강남구","이색메뉴",27
"20190910","커뮤니티블로그","마포구","송파구","미식",1
"20170109","커뮤니티블로그","한남대교","은평구","분위기",1
"20170814","커뮤니티블로그","청담","송파구","분위기",1
"20170729","커뮤니티블로그","가락시장","용산구","미식",1
"20180421","커뮤니티블로그","압구정","종로구","감성",3
"20170805","커뮤니티블로그","합정동","종로구","재료",2
"20170816","커뮤니티블로그","압구정역","용산구","인스타감성",3
"20170305","트위터","상도","광진구","분위기",1
"20190829","커뮤니티블로그","영등포구","강남구","백종원",1
"20171212","트위터","보문","서울","식감",2
"20181204","커뮤니티블로그","자양동","용산구","식감",2
"20180207","트위터","신논현","강남구","sns",1
"20170404","커뮤니티블로그","수서동","마포구","분위기",1
"20190826","트위터","압구정역","광진구","인테리어",1
"20180516","커뮤니티블로그","고궁박물관","용산구","존맛",1
"20190612","커뮤니티블로그","인사동","마포구","재료",1
"20190920","커뮤니티블로그","마포구","마포구","이색메뉴",3
"20180906","커뮤니티블로그","마포","마포구","꿀맛",2
"20180714","커뮤니티블로그","을지로3가역","송파구","분위기",1
"20190209","트위터","명동","강남구","백종원",3
"20170930","커뮤니티블로그","연남동","마포구","미식",1
"20180902","커뮤니티블로그","신촌","서울","인스타그램",1
"20191206","커뮤니티블로그","이태원","용산구","미식",4
"20180430","커뮤니티블로그","이태원","중구","비쥬얼",1
"20191010","커뮤니티블로그","강변","광진구","사진촬영",1
"20190731","커뮤니티블로그","이태원","강서구","퀄리티",1
"20190421","트위터","익선동","금천구","미식",1
"20181008","커뮤니티블로그","연신내","강남구","비쥬얼",1
"20170320","커뮤니티블로그","망원동","성동구","분위기",1
"20190824","커뮤니티블로그","학동","용산구","분위기",2
"20190208","커뮤니티블로그","강남역cgv","동대문구","인스타그램",1
"20190110","커뮤니티블로그","삼각지역","관악구","미식",1
"20170627","커뮤니티블로그","합정","송파구","감성",1
"20190501","트위터","삼청동","중구","미식",2
"20190630","커뮤니티블로그","파르나스몰","중구","사진촬영",1
"20191130","커뮤니티블로그","청파동","영등포구","사르르",1
"20180123","커뮤니티블로그","양재동","강남구","입맛",1
"20180107","트위터","등촌동","서울","감성",1
"20190422","트위터","독바위","영등포구","분위기",1
"20170116","커뮤니티블로그","도산공원","송파구","미식",1
"20191226","트위터","반포동","마포구","미식",6
"20190404","커뮤니티블로그","송리단길","마포구","미식",5
"20190905","커뮤니티블로그","고려대","마포구","입맛",1
"20180906","커뮤니티블로그","강변","중구","감성",1
"20181107","커뮤니티블로그","교대역","강동구","sns",2
"20180910","커뮤니티블로그","올림픽공원","중구","사진촬영",1
"20190717","커뮤니티블로그","홍대입구역","용산구","미식",1
"20190701","트위터","한남동","강동구","재료",1
"20181208","커뮤니티블로그","반포동","용산구","미식",3
"20170824","트위터","약수","구로구","비쥬얼",1
"20171231","트위터","한남동","중구","사진촬영",1
"20180609","트위터","안국","성동구","분위기",17
"20181007","커뮤니티블로그","강동","송파구","미식",1
"20170505","커뮤니티블로그","여의도","광진구","분위기",1
"20180815","커뮤니티블로그","마포구","송파구","미식",2
"20170328","커뮤니티블로그","선릉역","송파구","인테리어",1
"20170228","커뮤니티블로그","쌍문동","노원구","한컷",1
"20180616","커뮤니티블로그","강남역","강남구","미식",1
"20190408","트위터","회기","서대문구","식감",1
"20170325","트위터","강남역메가박스","성동구","비쥬얼",2
"20190222","트위터","국회의사당","송파구","핫플레이스",1
"20180728","커뮤니티블로그","대학로","노원구","미식",2
"20190318","트위터","홍대입구역","영등포구","미식",2
"20181217","커뮤니티블로그","북가좌동","도봉구","jmt",6
"20181029","트위터","종합운동장","용산구","인스타그램",1
"20180710","커뮤니티블로그","청담동","성동구","분위기",1
"20190712","커뮤니티블로그","중곡동","종로구","식감",1
"20190425","커뮤니티블로그","마장동","강남구","분위기",1
"20170830","트위터","홍대입구역","강남구","셀카",1
"20180605","커뮤니티블로그","노원","종로구","분위기",1
"20191014","커뮤니티블로그","명동","강남구","입소문",1
"20180918","커뮤니티블로그","풍납동","송파구","입맛",2
"20190829","커뮤니티블로그","상도","서울","사진촬영",1
"20181120","트위터","용마산","성동구","인테리어",2
"20181031","커뮤니티블로그","여의도","중랑구","sns",1
"20190302","커뮤니티블로그","마포구","관악구","미식",14
"20191010","커뮤니티블로그","n타워","은평구","입맛",1
"20171226","커뮤니티블로그","이태원","광진구","존맛",6
"20180416","커뮤니티블로그","강남","강남구","비쥬얼",1
"20181107","커뮤니티블로그","서촌","마포구","분위기",1
"20170403","커뮤니티블로그","전쟁박물관","용산구","미식",1
"20170801","커뮤니티블로그","이태원역","중구","입맛",1
"20191111","커뮤니티블로그","서초구","성북구","핫플레이스",1
"20180331","커뮤니티블로그","논현역","광진구","인스타그램",1
"20191003","커뮤니티블로그","이태원","광진구","재료",1
"20191226","트위터","홍대입구","영등포구","셰프",1
"20180104","트위터","도봉산","동작구","이색메뉴",1
"20190731","커뮤니티블로그","약수","영등포구","jmt",1
"20180524","커뮤니티블로그","사당","용산구","분위기",3
"20170417","커뮤니티블로그","삼성역","강남구","감성",2
"20190512","커뮤니티블로그","수서역","송파구","미식",2
"20191111","커뮤니티블로그","강남구","종로구","미식",1
"20180726","트위터","보문","송파구","미식",1
"20170515","커뮤니티블로그","서울","종로구","식감",1
"20190816","커뮤니티블로그","롯데월드","서대문구","분위기",1
"20190214","커뮤니티블로그","신도림역","강서구","존맛",2
"20180509","커뮤니티블로그","송파구","종로구","미식",1
"20170428","커뮤니티블로그","사당역","마포구","인테리어",1
"20180626","커뮤니티블로그","신당","중구","비쥬얼",1
"20181221","커뮤니티블로그","잠실역","종로구","분위기",7
"20180726","커뮤니티블로그","강남","마포구","인스타그램",1
"20170424","커뮤니티블로그","용산","마포구","감성",2
"20170418","커뮤니티블로그","망원","영등포구","입소문",2
"20180115","커뮤니티블로그","중구","관악구","재료",1
"20170711","트위터","망원동","마포구","한컷",1
"20190823","트위터","회기","종로구","미식",1
"20190427","커뮤니티블로그","중구","용산구","미식",1
"20170222","트위터","샤로수길","광진구","분위기",19
"20180225","커뮤니티블로그","연남동","중랑구","미식",1
"20170929","트위터","연남동","관악구","미식",1
"20170608","커뮤니티블로그","개포동","송파구","이색메뉴",1
"20170824","커뮤니티블로그","연희동","영등포구","꿀맛",1
"20170424","커뮤니티블로그","보라매","도봉구","분위기",1
"20170818","커뮤니티블로그","안암동","광진구","미식",1
"20190610","커뮤니티블로그","종로구","종로구","인스타그램",4
"20190515","커뮤니티블로그","세종문화회관","강남구","분위기",1
"20170716","커뮤니티블로그","국립중앙박물관","서대문구","핫플레이스",1
"20181114","트위터","마포","강남구","분위기",1
"20180718","커뮤니티블로그","샤로수길","영등포구","인스타그램",1
"20170227","커뮤니티블로그","성수","강남구","비쥬얼",1
"20191111","커뮤니티블로그","신사동","송파구","갬성",1
"20190227","커뮤니티블로그","혜화","강남구","미식",2
"20170606","트위터","국립중앙박물관","구로구","미식",1
"20191028","커뮤니티블로그","마포역","강서구","이색메뉴",2
"20180217","커뮤니티블로그","고궁박물관","마포구","미식",1
"20170116","커뮤니티블로그","안국","송파구","분위기",2
"20170917","트위터","압구정","영등포구","미식",1
"20181209","커뮤니티블로그","부암동","종로구","분위기",7
"20180301","커뮤니티블로그","동대문디자인플라자","강서구","분위기",1
"20170330","트위터","석촌호수","성북구","분위기",2
"20190417","트위터","신정네거리","강남구","셰프",1
